Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,Definition Chinese,Definition English,Definition Japanese,Definition Korean,http://data.bioontology.org/metadata/prefixIRI,Original Code,Original Source,Title Chinese,Title English,Title Japanese,Title Korean
http://who.int/ictm/signsAndSymptoms#TM529497,inhibited urination / 小便不利,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"difficult discharge of urine, usually scanty in amount, the same as dysuria",,,TM529497,2.3.193,IST WPRO,小便不利,inhibited urination,,
http://who.int/ictm/signsAndSymptoms#TM529496,Insomnia / 失眠,,,false,,,http://www.w3.org/2002/07/owl#Thing,经常不能获得正常睡眠的症状。常见于不寐、神劳、癫病、狂病、脏躁、脑络痹等脑系疾病，亦可因其他全身疾病引起。,"inability to sleep or abnormal wakefulness. It can be seen in disorders such as sleeplessness, neurathenia, depressive psychosis, mania, hysteria, cerebral artheriosclerosis and other systemic diseases.",,,TM529496,2.3.53 and 22.7,IST WPRO and GB 97,失眠,Insomnia,,
http://who.int/ictm/signsAndSymptoms#TM529492,hemoptysis / 喀血; 咳血,,,false,,,http://www.w3.org/2002/07/owl#Thing,血来自肺或气管，血随咳嗽而出的症状。,the expectoration of blood or blood-stained sputum,,,TM529492,2.3.102 AND 22.2,IST WPRO and GB 97,喀血; 咳血,hemoptysis,,
http://who.int/ictm/signsAndSymptoms#TM529490,heimyaku / 平脈,,,false,,,http://www.w3.org/2002/07/owl#Thing,,normal pulse,,,TM529490,,JSOM,,heimyaku,平脈,
http://who.int/ictm/signsAndSymptoms#TM529494,Hypochondriac pain / 胁痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,自觉一侧或两侧胁部疼痛的症状。,"It refers to pain on the one or both sides of the hypochondrium, pertaining to the category of chest pain in a broad sense. ",,,TM529494,2.3.65 and 22.30,IST WPRO and GB 97,胁痛,Hypochondriac pain,,
http://who.int/ictm/signsAndSymptoms#TM529539,numbness of the skin / 肌膚麻木,,,false,,,http://www.w3.org/2002/07/owl#Thing,,local absence of normal sensation in the skin,,,TM529539,2.3.98,IST WPRO,肌膚麻木,numbness of the skin,,
http://who.int/ictm/signsAndSymptoms#TM529534,nasal congestion / 鼻塞; 鼻窒,,,false,,,http://www.w3.org/2002/07/owl#Thing,,blockage of the nasal passage,,,TM529534,2.3.113,IST WPRO,鼻塞; 鼻窒,nasal congestion,,
http://who.int/ictm/signsAndSymptoms#TM529531,mukan / 無汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,,anhidrosis,,,TM529531,,JSOM,,mukan,無汗,
http://who.int/ictm/signsAndSymptoms#TM529538,numbness in the mouth / 口麻,,,false,,,http://www.w3.org/2002/07/owl#Thing,,numbness of the tongue with diminished taste sensitivity,,,TM529538,2.3.126,IST WPRO,口麻,numbness in the mouth,,
http://who.int/ictm/signsAndSymptoms#TM529535,nausea / 惡心,,,false,,,http://www.w3.org/2002/07/owl#Thing,,an unpleasant sensation with an urge to vomit,,,TM529535,2.3.130,IST WPRO,惡心,nausea,,
http://who.int/ictm/signsAndSymptoms#TM529532,muscular twitching and cramp / 筋惕肉瞤,,,false,,,http://www.w3.org/2002/07/owl#Thing,,short spastic muscular contractions,,,TM529532,2.3.100,IST WPRO,筋惕肉瞤,muscular twitching and cramp,,
http://who.int/ictm/signsAndSymptoms#TM529536,night sweating / 盜汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,睡时汗出，醒后汗止的汗出异常症状,sweating during sleep that ceases on awakening,,,TM529536,2.3.34 and 22.4,IST WPRO and GB 97,盜汗,night sweating,,
http://who.int/ictm/signsAndSymptoms#TM529537,numbness below the umbilicus / 臍下不仁,,,false,,,http://www.w3.org/2002/07/owl#Thing,,loss of sensation in the region below the umbilicus,,,TM529537,2.3.168,IST WPRO,臍下不仁,numbness below the umbilicus,,
http://who.int/ictm/signsAndSymptoms#TM529530,mouth odor / 口氣,,,false,,,http://www.w3.org/2002/07/owl#Thing,,smell emitted from the mouth,,,TM529530,2.2.26,IST WPRO,口氣,mouth odor,,
http://who.int/ictm/signsAndSymptoms#TM529533,myakusho / 脈象,,,false,,,http://www.w3.org/2002/07/owl#Thing,,pulse manifestation; pulse condition; pulse image,,,TM529533,,JSOM,,myakusho,脈象,
http://who.int/ictm/signsAndSymptoms#TM529660,"vexing heat in the chest, palms and soles / 五心煩熱",,,false,,,http://www.w3.org/2002/07/owl#Thing,,"feeling of heat in the palms of hands, soles of feet and in the chest, accompanied by uneasiness or restlessness, also called five center heat ",,,TM529660,2.3.22,IST WPRO,五心煩熱,"vexing heat in the chest, palms and soles",,
http://who.int/ictm/signsAndSymptoms#TM529661,vexing heat in the extremities / 手足煩熱,,,false,,,http://www.w3.org/2002/07/owl#Thing,,uncomfortable heat sensation in the extremities,,,TM529661,2.3.24,IST WPRO,手足煩熱,vexing heat in the extremities,,
http://who.int/ictm/signsAndSymptoms#TM529667,watery diarrhea / 水瀉; 注泄,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"serious diarrhea with a forceful stream of watery stool, also the same as outpour diarrhea",,,TM529667,2.3.171,IST WPRO,水瀉; 注泄,watery diarrhea,,
http://who.int/ictm/signsAndSymptoms#TM529664,vomiting in the evening of food eaten in the morning / 朝食暮吐,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a characteristic symptom of stomach reflux, usually occurring together with vomiting in the morning of food eaten in the evening",,,TM529664,2.3.133,IST WPRO,朝食暮吐,vomiting in the evening of food eaten in the morning,,
http://who.int/ictm/signsAndSymptoms#TM529669,white sandy fur / 白砂苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,white dry and thick tongue coating like a layer of sand,,,TM529669,2.1.83,IST WPRO,白砂苔,white sandy fur,,
http://who.int/ictm/signsAndSymptoms#TM529663,vomiting / 呕吐,,,false,,,http://www.w3.org/2002/07/owl#Thing,胃内容物从口中吐出的症状。,forcible expulsion of the stomach contents through the mouth,,,TM529663,2.3.132 AND 22.24,IST WPRO and GB 97,呕吐,vomiting,,
http://who.int/ictm/signsAndSymptoms#TM529666,wandering pain / 遊走痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,pain in the joints of the extremities with repeated change of location,,,TM529666,2.3.85,IST WPRO,遊走痛,wandering pain,,
http://who.int/ictm/signsAndSymptoms#TM529668,white fur / 白苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,tongue coating white in color,,,TM529668,2.1.82,IST WPRO,白苔,white fur,,
http://who.int/ictm/signsAndSymptoms#TM529662,visiting complexion / 客色,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a normal complexion influenced by a change of climate,,,TM529662,2.1.23,IST WPRO,客色,visiting complexion,,
http://who.int/ictm/signsAndSymptoms#TM529665,vomiting in the morning of food eaten in the evening / 暮食朝吐,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a characteristic symptom of stomach reflux, usually occurring together with vomiting in the evening of food eaten in the morning",,,TM529665,2.3.134,IST WPRO,暮食朝吐,vomiting in the morning of food eaten in the evening,,
http://who.int/ictm/signsAndSymptoms#TM529477,hangaihanri / 半外半裏,,,false,,,http://www.w3.org/2002/07/owl#Thing,,half-out and half-in conformation,,,TM529477,,JSOM,,hangaihanri,半外半裏,
http://who.int/ictm/signsAndSymptoms#TM529474,gripping pain / 絞痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"an acute pain in the chest or abdomen, often caused by spasm, obstruction or twisting, also called spasm and pain",,,TM529474,2.3.77,IST WPRO,絞痛,gripping pain,,
http://who.int/ictm/signsAndSymptoms#TM529476,half-body sweating / 半身汗出,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"sweating only on the upper or lower, right or left half of the body ",,,TM529476,2.3.46,IST WPRO,半身汗出,half-body sweating,,
http://who.int/ictm/signsAndSymptoms#TM529470,governing complexion / 主色,,,false,,,http://www.w3.org/2002/07/owl#Thing,,normal natural color of the skin ,,,TM529470,2.1.22,IST WPRO,主色,governing complexion,,
http://who.int/ictm/signsAndSymptoms#TM529478,hard bound stool / 大便硬結,,,false,,,http://www.w3.org/2002/07/owl#Thing,,hardened feces difficult to evacuate,,,TM529478,2.3.188,IST WPRO,大便硬結,hard bound stool,,
http://who.int/ictm/signsAndSymptoms#TM529471,gray fur / 灰苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,tongue coating gray in color with similar clinical significance as black fur,,,TM529471,2.1.86,IST WPRO,灰苔,gray fur,,
http://who.int/ictm/signsAndSymptoms#TM529473,greenish fur / 綠苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,tongue coating green in color,,,TM529473,2.1.87,IST WPRO,綠苔,greenish fur,,
http://who.int/ictm/signsAndSymptoms#TM529479,hardness and fullness / 鞕滿; 硬滿,,,false,,,http://www.w3.org/2002/07/owl#Thing,,feeling hard to touch with a subjective feeling of fullness,,,TM529479,2.3.154,IST WPRO,鞕滿; 硬滿,hardness and fullness,,
http://who.int/ictm/signsAndSymptoms#TM529472,great dripping sweat / 大汗淋漓,,,false,,,http://www.w3.org/2002/07/owl#Thing,,abnormal profuse sweat with continuous dripping,,,TM529472,2.3.49,IST WPRO,大汗淋漓,great dripping sweat,,
http://who.int/ictm/signsAndSymptoms#TM529475,half-body absence of sweating / 半身無汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"no sweating on the upper or lower, right or left half of the body ",,,TM529475,2.3.47,IST WPRO,半身無汗,half-body absence of sweating,,
http://who.int/ictm/signsAndSymptoms#TM529635,teeth-marked tongue / 齒痕舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a tongue with dental indentations on its margin,,,TM529635,2.1.62,IST WPRO,齒痕舌,teeth-marked tongue,,
http://who.int/ictm/signsAndSymptoms#TM529639,thin fur / 薄苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a tongue coating through which the underlying tongue surface is faintly visible,,,TM529639,2.1.88,IST WPRO,薄苔,thin fur,,
http://who.int/ictm/signsAndSymptoms#TM529631,swift digestion with rapid hungering / 消穀善饑,,,false,,,http://www.w3.org/2002/07/owl#Thing,,excessive appetite with increased food intake and recurrence of hunger sensation shortly after eating,,,TM529631,2.3.118,IST WPRO,消穀善饑,swift digestion with rapid hungering,,
http://who.int/ictm/signsAndSymptoms#TM529634,taste in the mouth / 口味,,,false,,,http://www.w3.org/2002/07/owl#Thing,,the taste experienced when there is nothing in the mouth,,,TM529634,2.3.119,IST WPRO,口味,taste in the mouth,,
http://who.int/ictm/signsAndSymptoms#TM529638,thick fur / 厚苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a tongue coating through which the underlying tongue surface is not visible,,,TM529638,2.1.89,IST WPRO,厚苔,thick fur,,
http://who.int/ictm/signsAndSymptoms#TM529633,swollen tongue / 腫脹舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a large and bulging tongue that makes the mouth full or difficult to open,,,TM529633,2.1.58,IST WPRO,腫脹舌,swollen tongue,,
http://who.int/ictm/signsAndSymptoms#TM529630,sweet taste in the mouth / 口甜,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a subjective sweet sensation in the mouth,,,TM529630,2.3.122,IST WPRO,口甜,sweet taste in the mouth,,
http://who.int/ictm/signsAndSymptoms#TM529636,tenesmus / 裏急後重,,,false,,,http://www.w3.org/2002/07/owl#Thing,,ineffectual and painful straining at stool,,,TM529636,2.3.176,IST WPRO,裏急後重,tenesmus,,
http://who.int/ictm/signsAndSymptoms#TM529637,tensiki flatus / 転失気,,,false,,,http://www.w3.org/2002/07/owl#Thing,,movement of gas in the intestinal tract; the breaking of wind,,,TM529637,,JSOM,,tensiki flatus,転失気,
http://who.int/ictm/signsAndSymptoms#TM529632,swill diarrhea / 飧泄,,,false,,,http://www.w3.org/2002/07/owl#Thing,,diarrhea marked by watery stool containing undigested food,,,TM529632,2.3.184,IST WPRO,飧泄,swill diarrhea,,
http://who.int/ictm/signsAndSymptoms#TM529433,empty pain / 空痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a pain accompanied by feeling of emptiness,,,TM529433,2.3.81,IST WPRO,空痛,empty pain,,
http://who.int/ictm/signsAndSymptoms#TM529439,epistaxis / 衄血,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"non-traumatic external bleeding, including bleeding from the ear, nose, gum, and tongue, and subcutaneous hemorrhage",,,TM529439,2.3.103,IST WPRO,衄血,epistaxis,,
http://who.int/ictm/signsAndSymptoms#TM529437,Epigastralgia / 胃脘痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,自觉剑突下的上腹部位疼痛的症状。多因寒热侵扰，饮食失调，阴阳气血不足，气滞血瘀等使胃失和降所致。胃脘痛是胃部病变的常见症状，肠、胰、胆、肝、脾的病变亦常表现为胃脘部位的疼痛，甚至厥心痛等病有时亦可表现为胃脘痛。,"It refers to pain in the upper abdomen (beneath the xiphoid process). It is usually caused by invasion of cold heat and improper diet; insufficiency of yin, yang, qi and blood; qi stagnation and blood stasis that lead to failure of stomach qi to descend normally. It is the commonly encountered symptom of stomach disease and also can be seen in diseases of bowels, pancreas, gallbladder, liver and spleen. Sometimes it is even seen in precordial pain.",,,TM529437,22.27,GB97,胃脘痛,Epigastralgia,,
http://who.int/ictm/signsAndSymptoms#TM529432,efflux diarrhea / 滑泄,,,false,,,http://www.w3.org/2002/07/owl#Thing,,diarrhea with fecal incontinence,,,TM529432,2.3.178,IST WPRO,滑泄,efflux diarrhea,,
http://who.int/ictm/signsAndSymptoms#TM529436,enuresis / 遺尿,,,false,,,http://www.w3.org/2002/07/owl#Thing,,involuntary discharge of urine during sleep,,,TM529436,2.3.200,IST WPRO,遺尿,enuresis,,
http://who.int/ictm/signsAndSymptoms#TM529430,ebyo / 壊病,,,false,,,http://www.w3.org/2002/07/owl#Thing,,atypical symptoms resulting from mistreatment,,,TM529430,,JSOM,,ebyo,壊病,
http://who.int/ictm/signsAndSymptoms#TM529435,enlarged tongue / 胖大舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a tongue that is larger than normal, pale in color and delicate, usually bearing dental indentations on the margin",,,TM529435,2.1.57,IST WPRO,胖大舌,enlarged tongue,,
http://who.int/ictm/signsAndSymptoms#TM529434,encrusted skin / 肌膚甲錯,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"dried, roughened and scaling skin, indicating chronic blood stasis",,,TM529434,2.1.29,IST WPRO,肌膚甲錯,encrusted skin,,
http://who.int/ictm/signsAndSymptoms#TM529438,Epigastric upset / 嘈杂,,,false,,,http://www.w3.org/2002/07/owl#Thing,自觉胃中空虚，似饥非饥，似痛非痛，似辣非辣，脘部懊恼，莫可名状的一种症状。多因伤食、胃寒、胃热、阴血亏虚及肝胃不和等所致。胃及食管的病变，胆胀、胰胀等病常可见嘈杂。,"It refers to sensation of emptiness in the stomach that is similar to hunger but is not hunger, similar to pain but is not pain, similar to heartburn but is not heartburn. It is something like gastric anguish and seems inexpressible. It is usually caused by improper diet, stomach cold, stomach heat, deficieny of yin blood or disharmony of the liver and stomach. It can be seen in diseases of stomach and esophagus, or gallbladder distention, pancreas distention, etc.",,,TM529438,22.28,GB97,嘈杂,Epigastric upset,,
http://who.int/ictm/signsAndSymptoms#TM529431,Edema / 水肿,,,false,,,http://www.w3.org/2002/07/owl#Thing,眼睑、头面、四肢、腹背或全身浮肿的症状。一般按病之新久缓急和邪正虚实而有阳水、阴水之分。外邪侵袭，或劳倦内伤，或饮食失调，使气化不利而水液潴留，泛滥肌肤则发为水肿。其常见疾病有风水、皮水、石水、正水、肾水、溢饮、脾水、心衰、经行浮肿、子肿等。凡以水肿为主要表现的疾病，可以归纳为水肿病类。,"It refers to dropsy of the eyelids, head, face, abdomen, back and even the whole body. It can be divided into yang edema and yin edema according to its onset, duration and nature. It can be caused by the invasion of exogenous pathogenic factors, or interior injury due to overstrain, or improper diet, which lead to the dysfunction of qi in transformation and retention of water beneath the skin. It can be seen in wind edema, skin edema, stony edema, general edema, kidney edema, fluid retention, spleen edema, heart failure, menstrual edema, edema during pregnancy. All of the diseases with the manifestation of edema pertain to the category of edema disease.",,,TM529431,22.43,GB97,水肿,Edema,,
http://who.int/ictm/signsAndSymptoms#TM529540,oily sweat / 油汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,,sticky sweat like oil,,,TM529540,2.3.48,IST WPRO,油汗,oily sweat,,
http://who.int/ictm/signsAndSymptoms#TM529548,pale white complexion / 面色淡白,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a colorless complexion, often indicating blood deficiency or profuse loss of blood",,,TM529548,2.1.13,IST WPRO,面色淡白,pale white complexion,,
http://who.int/ictm/signsAndSymptoms#TM529549,palpitations / 心悸,,,false,,,http://www.w3.org/2002/07/owl#Thing,自觉心搏跳动异常，心慌不安的症状。,a subjective sensation of rapid and forceful beating of the heart,,,TM529549,2.3.141 AND 22.22,IST WPRO and GB 97,心悸,palpitations,,
http://who.int/ictm/signsAndSymptoms#TM529545,pale complexion / 面色蒼白,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a white complexion with a hint of blue or gray, a complexion often caused by yang collapse or exuberance of cold",,,TM529545,2.1.14,IST WPRO,面色蒼白,pale complexion,,
http://who.int/ictm/signsAndSymptoms#TM529543,oppressive pain / 悶痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a pain accompanied by feeling of oppression,,,TM529543,2.3.83,IST WPRO,悶痛,oppressive pain,,
http://who.int/ictm/signsAndSymptoms#TM529546,pale red tongue / 淡紅舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a tongue of normal color,,,TM529546,2.1.51,IST WPRO,淡紅舌,pale red tongue,,
http://who.int/ictm/signsAndSymptoms#TM529542,oppression in the chest / 胸悶,,,false,,,http://www.w3.org/2002/07/owl#Thing,,feeling of oppression in the chest,,,TM529542,2.3.156,IST WPRO,胸悶,oppression in the chest,,
http://who.int/ictm/signsAndSymptoms#TM529541,onetsu / 悪熱,,,false,,,http://www.w3.org/2002/07/owl#Thing,,aversion to heat; fear of fever,,,TM529541,,JSOM,,onetsu,悪熱,
http://who.int/ictm/signsAndSymptoms#TM529547,pale tongue / 淡白舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a tongue less red than normal, indicating qi and blood deficiency or presence of deficiency-cold ",,,TM529547,2.1.50,IST WPRO,淡白舌,pale tongue,,
http://who.int/ictm/signsAndSymptoms#TM529544,pain of unfixed location / 痛無定處,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a pain whose location is not fixed,,,TM529544,2.3.86,IST WPRO,痛無定處,pain of unfixed location,,
http://who.int/ictm/signsAndSymptoms#TM529671,yellow fur / 黃苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,tongue coating yellow in color,,,TM529671,2.1.84,IST WPRO,黃苔,yellow fur,,
http://who.int/ictm/signsAndSymptoms#TM529670,yellow complexion / 面黃,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"yellow discoloration of the face, generally suggesting spleen deficiency or accumulation of dampness that causes dysfunction of the spleen",,,TM529670,2.1.19,IST WPRO,面黃,yellow complexion,,
http://who.int/ictm/signsAndSymptoms#TM529374,Blindness / 目盲 / 목맹,,,false,,,http://www.w3.org/2002/07/owl#Thing,视力严重下降甚至失明的症状。气血瘀阻、痰热上壅、肝火亢盛、肝肾阴血亏虚等为常见病机。多因内障疾病以及眼的其他疾病所致，亦可因脑神病变等而引起。,"It refers to severe hypopsia or even loss of vision. Its pathogenesis usually involves stagnation of qi and blood, upper attack of phlegm heat, exuberance of liver fire, deficiency liver and kidney yin and blood. It is usually caused by cataract or other diseases of eyes, or brain diseases.",,,TM529374,22.11,GB97,目盲,Blindness,,목맹
http://who.int/ictm/signsAndSymptoms#TM529379,bluish complexion / 面靑 / 면청,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"bluish discoloration of the face, often occurring in cold pattern/syndrome, pains, qi stagnation, blood stasis or convulsions ",,,TM529379,2.1.18,IST WPRO,面靑,bluish complexion,,면청
http://who.int/ictm/signsAndSymptoms#TM529378,blue tongue / 靑舌 / 청설,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a tongue of bluish color, indicating congealing cold and static blood",,,TM529378,2.1.53,IST WPRO,靑舌,blue tongue,,청설
http://who.int/ictm/signsAndSymptoms#TM529375,blockage when swallowing / 呑食梗塞  / 탄식경색,,,false,,,http://www.w3.org/2002/07/owl#Thing,,difficulty or even inability to swallow,,,TM529375,2.3.131,IST WPRO,呑食梗塞 ,blockage when swallowing,,탄식경색
http://who.int/ictm/signsAndSymptoms#TM529371,bitter taste in the mouth / 口苦 / 구고,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a subjective bitter sensation in the mouth,,,TM529371,2.3.121,IST WPRO,口苦,bitter taste in the mouth,,구고
http://who.int/ictm/signsAndSymptoms#TM529372,black fur / 黑苔 / 흑태,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"tongue coating black in color, indicating either excessive cold or extreme heat in the interior",,,TM529372,2.1.85,IST WPRO,黑苔,black fur,,흑태
http://who.int/ictm/signsAndSymptoms#TM529370,bijikan / 微似汗 / 미사한,,,false,,,http://www.w3.org/2002/07/owl#Thing,,slight sweat,,,TM529370,,JSOM,,bijikan,微似汗,미사한
http://who.int/ictm/signsAndSymptoms#TM529373,bland taste in the mouth / 口淡 / 구담,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"diminished sensitivity of taste, with no pleasant flavor left by eating",,,TM529373,2.3.120,IST WPRO,口淡,bland taste in the mouth,,구담
http://who.int/ictm/signsAndSymptoms#TM529376,blood amassment / 蓄血 / 축혈,,,false,,,http://www.w3.org/2002/07/owl#Thing,,static blood accumulating in the interior,,,TM529376,2.3.105,IST WPRO,蓄血,blood amassment,,축혈
http://who.int/ictm/signsAndSymptoms#TM529377,Hematochezia / 便血 / 변혈;청혈,,,false,,,http://www.w3.org/2002/07/owl#Thing,血自肛门排出，包括血随便出，或便黑如柏油状，或单纯下血的症状。,"loss of blood through anus, with stool, or stool as black as asphalt, or simple bleeding from the anus.  Also known as Bloody Stool",,,TM529377,2.1.31 and 22.37,IST WPRO and GB 97,便血,Hematochezia,,변혈;청혈
http://who.int/ictm/signsAndSymptoms#TM529646,tongue fur / 舌苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a layer of moss-like material covering the tongue, also called tongue coating",,,TM529646,2.1.79,IST WPRO,舌苔,tongue fur,,
http://who.int/ictm/signsAndSymptoms#TM529649,trembling tongue / 顫動舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a tongue that involuntarily trembles as it moves,,,TM529649,2.1.70,IST WPRO,顫動舌,trembling tongue,,
http://who.int/ictm/signsAndSymptoms#TM529644,tightness below the heart / 心下支結,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a feeling of obstruction associated with vexation and distension in the epigastric region, the same as epigastric tightness",,,TM529644,2.3.149,IST WPRO,心下支結,tightness below the heart,,
http://who.int/ictm/signsAndSymptoms#TM529640,thin tongue / 瘦薄舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a tongue thinner than normal,,,TM529640,2.1.59,IST WPRO,瘦薄舌,thin tongue,,
http://who.int/ictm/signsAndSymptoms#TM529645,tinnitus / 耳鸣,,,false,,,http://www.w3.org/2002/07/owl#Thing,自觉耳内鸣响的症状。,ringing in the ear,,,TM529645,2.3.111 and 22.12,IST WPRO and GB 97,耳鸣,tinnitus,,
http://who.int/ictm/signsAndSymptoms#TM529643,tidal fever / 潮熱,,,false,,,http://www.w3.org/2002/07/owl#Thing,,fever with periodic rise and fall of body temperature at fixed hours of the day like the morning and evening tides,,,TM529643,2.3.13,IST WPRO,潮熱,tidal fever,,
http://who.int/ictm/signsAndSymptoms#TM529648,torpid intake / 納呆,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"loss of appetite with no desire for food, the same as poor appetite",,,TM529648,2.3.117,IST WPRO,納呆,torpid intake,,
http://who.int/ictm/signsAndSymptoms#TM529641,thirst / 口渴,,,false,,,http://www.w3.org/2002/07/owl#Thing,,feeling of dryness of the mouth with a desire to drink,,,TM529641,2.3.116,IST WPRO,口渴,thirst,,
http://who.int/ictm/signsAndSymptoms#TM529642,throughflux diarrhea / 洞泄,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"diarrhea after eating, with undigested food in the stool",,,TM529642,2.3.179,IST WPRO,洞泄,throughflux diarrhea,,
