Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,Definition Chinese,Definition English,Definition Japanese,Definition Korean,http://data.bioontology.org/metadata/prefixIRI,Original Code,Original Source,Title Chinese,Title English,Title Japanese,Title Korean
http://who.int/ictm/signsAndSymptoms#TM529647,Toothache / 牙痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,自觉牙齿或牙龈疼痛的症状。风邪侵袭、胃热上蒸、虚火上炎、脾虚气弱以及虫蚀牙体等均可导致牙痛。其常见疾病有龋齿、牙痈、牙咬痈、齿槽风等。,"It is characterized by subjective symptoms of tooth or gum pain. It is caused by invasion of pathogenic wind, up-flaming of stomach heat, floating fire due to yin deficiency, qi weakness due to spleen deficiency, and erosion of teeth. It can be seen in diseases such as dental caries, dental abscess, gingival abscess with lockjaw, gingival osteomyelitis of dental alveoli, etc.",,,TM529647,22.15,GB97,牙痛,Toothache,,
http://who.int/ictm/signsAndSymptoms#TM529455,fissured tongue / 裂紋舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a tongue with fissures on its surface,,,TM529455,2.1.63,IST WPRO,裂紋舌,fissured tongue,,
http://who.int/ictm/signsAndSymptoms#TM529454,fifth-watch diarrhea / 五更泄,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"diarrhea occurring daily at dawn, usually due to kidney yang deficiency, the same as early morning diarrhea",,,TM529454,2.3.177,IST WPRO,五更泄,fifth-watch diarrhea,,
http://who.int/ictm/signsAndSymptoms#TM529452,fever without chills / 但熱不寒,,,false,,,http://www.w3.org/2002/07/owl#Thing,,elevation of the body temperature with no feeling of cold,,,TM529452,2.3.10,IST WPRO,但熱不寒,fever without chills,,
http://who.int/ictm/signsAndSymptoms#TM529457,flusteredness / 心慌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a nervous agitated state often with palpitations ,,,TM529457,2.3.143,IST WPRO,心慌,flusteredness,,
http://who.int/ictm/signsAndSymptoms#TM529453,fever worsening at night / 身熱夜甚,,,false,,,http://www.w3.org/2002/07/owl#Thing,,fever more marked at night than at daytime ,,,TM529453,2.3.18,IST WPRO,身熱夜甚,fever worsening at night,,
http://who.int/ictm/signsAndSymptoms#TM529450,fetid mouth odor / 口臭,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"bad smell from the mouth, the same as halitosis",,,TM529450,2.2.27,IST WPRO,口臭,fetid mouth odor,,
http://who.int/ictm/signsAndSymptoms#TM529456,fixed pain / 固定痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a pain that is fixed in location,,,TM529456,2.3.87,IST WPRO,固定痛,fixed pain,,
http://who.int/ictm/signsAndSymptoms#TM529459,frequent urination / 小便頻數,,,false,,,http://www.w3.org/2002/07/owl#Thing,,increased frequency of urination,,,TM529459,2.3.195,IST WPRO,小便頻數,frequent urination,,
http://who.int/ictm/signsAndSymptoms#TM529451,Fever / 发热,,,false,,,http://www.w3.org/2002/07/owl#Thing,以体温升高，或自觉发热为主的症状。,elevation of the body temperature above the normal or subjective feeling of feverishness,,,TM529451,2.3.3 and 22.1,IST WPRO and GB 97,发热,Fever,,
http://who.int/ictm/signsAndSymptoms#TM529458,form of the tongue / 舌形,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"referring to the shape, luxuriance and witheredness, toughness and softness, thinness and swelling, spots, fissures, and dental indentations",,,TM529458,2.1.78,IST WPRO,舌形,form of the tongue,,
http://who.int/ictm/signsAndSymptoms#TM529523,mental confusion / 神昏,,,false,,,http://www.w3.org/2002/07/owl#Thing,神识丧失，对环境刺激缺乏反应的症状。轻者称晕厥或昏厥。,"clouding of consciousness with sleepiness, but responsive to calling",,,TM529523,2.1.7 AND 22.10,IST WPRO and GB 97,神昏,mental confusion,,
http://who.int/ictm/signsAndSymptoms#TM529525,mild fever / 微熱,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"low-grade fever, mostly due to interior heat",,,TM529525,2.3.14,IST WPRO,微熱,mild fever,,
http://who.int/ictm/signsAndSymptoms#TM529529,motility of the tongue / 舌態,,,false,,,http://www.w3.org/2002/07/owl#Thing,,the ability of the tongue to move spontaneously,,,TM529529,2.1.77,IST WPRO,舌態,motility of the tongue,,
http://who.int/ictm/signsAndSymptoms#TM529527,moist fur / 潤苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a moderately moistened tongue coating,,,TM529527,2.1.91,IST WPRO,潤苔,moist fur,,
http://who.int/ictm/signsAndSymptoms#TM529528,morbid complexion / 病色,,,false,,,http://www.w3.org/2002/07/owl#Thing,,abnormal color of the face caused by disease,,,TM529528,2.1.24,IST WPRO,病色,morbid complexion,,
http://who.int/ictm/signsAndSymptoms#TM529522,malign complexion / 惡色,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"dark and gloomy complexion indicating an unfavorable prognosis, also the same as unhealthy complexion",,,TM529522,2.1.26,IST WPRO,惡色,malign complexion,,
http://who.int/ictm/signsAndSymptoms#TM529521,"luxuriant, withered, tough and tender-soft / 榮枯老嫩",,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a luxuriant tongue is moistened and fresh red in color; a withered tongue is dull, dark, dry and shriveled; a tough tongue is firm with rough texture; a tender-soft tongue is delicate with fine texture",,,TM529521,2.1.49,IST WPRO,榮枯老嫩,"luxuriant, withered, tough and tender-soft",,
http://who.int/ictm/signsAndSymptoms#TM529524,Metrorrhagia and metrostaxis / 崩漏,,,false,,,http://www.w3.org/2002/07/owl#Thing,妇女非正常行经而阴道下血如崩或淋漓不尽的症状。势急而出血量多者为崩；势缓而出血量少、淋漓不断者为漏。多由血热、湿热、气虚、血瘀、外伤等所致。妇女月经病变，崩漏病，以及石瘕、胎漏、异位妊娠、新产血崩、产后恶露不绝，疫斑热、紫癜病、血溢病等病中皆可出现崩漏。,"It refers to bleeding or dribbing bleeding from the vagina which is not normal menses. Hemorrhage from the vagina is either profuse or dribbing. It is usually caused by blood heat, dampness heat, qi deficiency, blood stasis and traumatic injury. It can be seen in menstrual diseases, metrostaxis and metrorrhagia, stony uterine mass, vaginal bleeding during pregnancy, ectopic pregnancy, postpartum profuse vaginal bleeding, postpartum lochiorrhea, epidemic hemorrhagic fever, purpura and blood extravasation.",,,TM529524,22.39,GB97,崩漏,Metrorrhagia and metrostaxis,,
http://who.int/ictm/signsAndSymptoms#TM529526,mirror tongue / 鏡面舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a completely smooth tongue free of coating, like a mirror",,,TM529526,2.1.65,IST WPRO,鏡面舌,mirror tongue,,
http://who.int/ictm/signsAndSymptoms#TM529520,lumbago / 腰痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,自觉腰部脊柱或其两侧疼痛的症状。,pain in the lumbar region,,,TM529520,2.3.70 AND 22.38,IST WPRO and GB 97,腰痛,lumbago,,
http://who.int/ictm/signsAndSymptoms#TM529573,purple tongue / 紫舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a tongue purple in color, indicating stagnant circulation of qi and blood",,,TM529573,2.1.54,IST WPRO,紫舌,purple tongue,,
http://who.int/ictm/signsAndSymptoms#TM529572,pulling pain / 掣痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,pain in one part involving other parts,,,TM529572,2.3.79,IST WPRO,掣痛,pulling pain,,
http://who.int/ictm/signsAndSymptoms#TM529575,red tongue / 紅舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a tongue redder than normal, indicating presence of heat",,,TM529575,2.1.52,IST WPRO,紅舌,red tongue,,
http://who.int/ictm/signsAndSymptoms#TM529574,Purplish macula / 紫斑,,,false,,,http://www.w3.org/2002/07/owl#Thing,皮肤粘膜出现不高出肤面的青紫色或紫红色斑块或斑点的症状。多因热毒窜络，血热妄行，或脾虚气不摄血，或外伤等，使血不循经，外溢肌肤而成。常见疾病有外伤、紫癜病、髓劳、肥气、菜乌紫病、妊娠紫癜，以及外感热病、中毒等。,"It refers to non-elevated cyanotic and purple patches or purple and red spots of the cutaneous membrane, usually caused by invasion of heat toxin into the collaterals, extravasation of blood due to blood heat, or failure of spleen qi to control blood due to deficiency, or traumatic injury that causes overflow of blood from the vessels to the skin. It can be seen in traumatic injury, or other diseases like purpura, aplastic anemia, hypochondriac mass due to liver disorder, diseases due to pickling vegetable, purpura during pregnancy, exogenous febrile diseases and poisoning.",,,TM529574,22.47,GB97,紫斑,Purplish macula,,
http://who.int/ictm/signsAndSymptoms#TM529570,proximal bleeding / 近血,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"passing fresh blood before or during defecation, indicating anal or rectal hemorrhage",,,TM529570,2.1.33,IST WPRO,近血,proximal bleeding,,
http://who.int/ictm/signsAndSymptoms#TM529577,reddish yellow urine / 小便黃赤,,,false,,,http://www.w3.org/2002/07/owl#Thing,,dark yellow or even reddish urine,,,TM529577,2.3.199,IST WPRO,小便黃赤,reddish yellow urine,,
http://who.int/ictm/signsAndSymptoms#TM529578,retained food / 宿食,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"food and drink accumulating in the stomach and intestines, undigested overnight",,,TM529578,2.3.136,IST WPRO,宿食,retained food,,
http://who.int/ictm/signsAndSymptoms#TM529571,puffy face / 面浮,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a soft swollen face, usually indicating a deficiency condition",,,TM529571,2.1.21,IST WPRO,面浮,puffy face,,
http://who.int/ictm/signsAndSymptoms#TM529576,reddened complexion / 面紅,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a complexion redder than normal, indicating the presence of heat",,,TM529576,2.1.17,IST WPRO,面紅,reddened complexion,,
http://who.int/ictm/signsAndSymptoms#TM529579,retching / 噦,,,false,,,http://www.w3.org/2002/07/owl#Thing,,making the sounds and movements of vomiting bringing up little or nothing from the stomach,,,TM529579,2.3.138,IST WPRO,噦,retching,,
http://who.int/ictm/signsAndSymptoms#TM529602,"spasm / 拘攣; 攣急, 抽搐 ",,,false,,,http://www.w3.org/2002/07/owl#Thing,各种原因引起的四肢不自主抽动的症状,stiffness and tension in the limbs inhibiting normal bending and stretching,,,TM529602,2.3.91 and 22.2,IST WPRO and GB 97,"拘攣; 攣急, 抽搐 ",spasm,,
http://who.int/ictm/signsAndSymptoms#TM529608,spotted tongue / 點刺舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a tongue with red, white or black spots as well as thorn-like protrusions on its surface",,,TM529608,2.1.60,IST WPRO,點刺舌,spotted tongue,,
http://who.int/ictm/signsAndSymptoms#TM529607,spontaneous urination / 小便自利,,,false,,,http://www.w3.org/2002/07/owl#Thing,,spontaneous discharge of urine,,,TM529607,2.3.191,IST WPRO,小便自利,spontaneous urination,,
http://who.int/ictm/signsAndSymptoms#TM529606,spontaneous sweating / 自汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,不因劳累、炎热、衣着过暖、服用发汗药等因素而时时汗出，动辄益甚的汗出异常症状。,"excessive sweating during the daytime with no apparent cause such as physical exertion, hot weather, thick clothing or medication",,,TM529606,2.3.33 and 22.3,IST WPRO and GB 97,自汗,spontaneous sweating,,
http://who.int/ictm/signsAndSymptoms#TM529600,Somnolence / 嗜睡,,,false,,,http://www.w3.org/2002/07/owl#Thing,患者不分昼夜，时时欲睡，实际睡眠时间增加的症状。多因阳气不足，或痰湿内盛，瘀血浊毒阻蔽清阳所致。常见于多寐、肥胖病、痴呆、头部内伤、中毒等病以及虚劳类疾病中。,"Patients feel sleepy in either daytime or at night and the time for sleep is increased. It is usually caused by insufficiency of yang qi, or exuberance of phlegm dampness, or obstruction of clear yang due to stagnant blood and turbid toxin. It can be seen in diseases such as somnolence, obesity, dementia, interior injury of head, poisoning, and consumptive diseases.",,,TM529600,22.9,GB97,嗜睡,Somnolence,,
http://who.int/ictm/signsAndSymptoms#TM529601,sour taste in the mouth / 口酸,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a subjective sour sensation in the mouth,,,TM529601,2.3.123,IST WPRO,口酸,sour taste in the mouth,,
http://who.int/ictm/signsAndSymptoms#TM529603,spitting of blood / 唾血,,,false,,,http://www.w3.org/2002/07/owl#Thing,,expulsion of blood with saliva,,,TM529603,2.3.104,IST WPRO,唾血,spitting of blood,,
http://who.int/ictm/signsAndSymptoms#TM529605,spontaneous diarrhea / 大便自利,,,false,,,http://www.w3.org/2002/07/owl#Thing,,diarrhea not attributable to purgation,,,TM529605,2.3.170,IST WPRO,大便自利,spontaneous diarrhea,,
http://who.int/ictm/signsAndSymptoms#TM529604,spontaneous bleeding of the tongue / 舌衄,,,false,,,http://www.w3.org/2002/07/owl#Thing,,bleeding from the tongue not due to traumatic injury,,,TM529604,2.1.67,IST WPRO,舌衄,spontaneous bleeding of the tongue,,
http://who.int/ictm/signsAndSymptoms#TM529609,stabbing pain / 刺痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a sharp pain as if caused by a stab,,,TM529609,2.3.74,IST WPRO,刺痛,stabbing pain,,
http://who.int/ictm/signsAndSymptoms#TM529659,vexation of deficiency type / 虛煩,,,false,,,http://www.w3.org/2002/07/owl#Thing,,vexation due to deficiency fire harassing the inner body,,,TM529659,2.3.145,IST WPRO,虛煩,vexation of deficiency type,,
http://who.int/ictm/signsAndSymptoms#TM529651,true visceral color / 眞臟色,,,false,,,http://www.w3.org/2002/07/owl#Thing,,color reflected in the face indicating exhaustion of the genuine qi of internal organs,,,TM529651,2.1.27,IST WPRO,眞臟色,true visceral color,,
http://who.int/ictm/signsAndSymptoms#TM529658,vexation / 心煩,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a feeling of restlessness, heat, and oppression in the region of the heart",,,TM529658,2.3.144,IST WPRO,心煩,vexation,,
http://who.int/ictm/signsAndSymptoms#TM529654,ungratifying diarrhea / 瀉下不爽,,,false,,,http://www.w3.org/2002/07/owl#Thing,,diarrhea that leaves the patient with a feeling that the bowels have not been satisfactorily emptied,,,TM529654,2.3.172,IST WPRO,瀉下不爽,ungratifying diarrhea,,
http://who.int/ictm/signsAndSymptoms#TM529656,urinary incontinence / 小便失禁,,,false,,,http://www.w3.org/2002/07/owl#Thing,,failure of voluntary control of urination,,,TM529656,2.3.194,IST WPRO,小便失禁,urinary incontinence,,
http://who.int/ictm/signsAndSymptoms#TM529655,unsurfaced fever / 身熱不揚,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a persistent fever in which heat is not easily felt on the body surface and can be felt only by prolonged palpation, a sign of dampness-heat",,,TM529655,2.3.17,IST WPRO,身熱不揚,unsurfaced fever,,
http://who.int/ictm/signsAndSymptoms#TM529650,Tremor / 震颤,,,false,,,http://www.w3.org/2002/07/owl#Thing,手足颤动，或头部摇晃不能自主的症状。多因肝肾精血亏少，气阴不足，筋脉失养，虚风内动，或因风痰阻络等所致。常见疾病有颤病、脑萎、气厥等脑系疾病。,"It refers to involuntary trembling of hand and foot, or shaking of head, usually caused by insufficiency of essence and blood in the liver and kidney, and deficiency of qi and yin that cause atrophy of sinew and meridians, and interior stirring of deficiency wind, or blockage of meridians due to wind phlegm. It can be seen in diseases such as tremor disease, brain atrophy and qi syncope.",,,TM529650,22.46,GB97,震颤,Tremor,,
http://who.int/ictm/signsAndSymptoms#TM529657,Vertigo / 眩晕,,,false,,,http://www.w3.org/2002/07/owl#Thing,自觉头晕眼花，视物旋转动摇的症状。有经常性与发作性的不同，病位主要在脑髓清窍。多因气血营精不能上荣于头，或因风阳、火热上扰，痰浊、瘀血阻滞，清阳被遏等所致。风眩、脑络痹、虚眩、耳眩晕、子眩、子痫、产后血晕、晕动病、脑萎、神劳等疾病，头部内伤、项痹、某些药物中毒、脑瘤及眼耳鼻等五官疾病，皆可出现眩晕的症状。,"It refers to subjective feeling of dizziness and swirling in seeing things. It is either chronic or paroxysmal. The focus of this problem is usually in the brain. It is usually caused by failure of qi, blood, nutrient essence to nourish the head; or upper attack of wind yang and fire heat; or obstruction of clear yang by phlegm turbidity or stagnant blood. It can be seen in diseases such as wind vertigo, cerebral artherosclerosis, deficiency type of vertigo, ear dizziness, dizziness during pregnancy, eclampsia, postpartum faint due to hemorrhage, kinesia, brain atrophy, neurasthenia as well as interior injury of head, cervical spine syndrome, drug poisoning, brain tumor and diseases of eyes, nose and ears.",,,TM529657,22.6,GB97,眩晕,Vertigo,,
http://who.int/ictm/signsAndSymptoms#TM529652,turbid urine / 尿浊,,,false,,,http://www.w3.org/2002/07/owl#Thing,小便混浊，白如泔浆的症状。,murky urine like rice water or grease,,,TM529652,2.3.197 AND 22.42,IST WPRO and GB 97,尿浊,turbid urine,,
http://who.int/ictm/signsAndSymptoms#TM529653,undigested food in stool / 完穀不化,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a condition in which the stool contains undigested food,,,TM529653,2.3.173,IST WPRO,完穀不化,undigested food in stool,,
http://who.int/ictm/signsAndSymptoms#TM529629,sweating from the palms and soles / 手足心汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,,excessive local sweating from the palms and soles,,,TM529629,2.3.39,IST WPRO,手足心汗,sweating from the palms and soles,,
http://who.int/ictm/signsAndSymptoms#TM529622,stuffiness and rigidity in the chest / 胸中痞硬; 胸下痞硬,,,false,,,http://www.w3.org/2002/07/owl#Thing,,feeling of stuffiness and choking in the chest,,,TM529622,2.3.155,IST WPRO,胸中痞硬; 胸下痞硬,stuffiness and rigidity in the chest,,
http://who.int/ictm/signsAndSymptoms#TM529625,sweating from the armpits / 腋汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,,excessive local sweating from the armpit,,,TM529625,2.3.42,IST WPRO,腋汗,sweating from the armpits,,
http://who.int/ictm/signsAndSymptoms#TM529624,supraorbital pain / 眉棱骨痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,pain felt in the eyebrow bone,,,TM529624,2.3.61,IST WPRO,眉棱骨痛,supraorbital pain,,
http://who.int/ictm/signsAndSymptoms#TM529623,suigyaku / 逆,,,false,,,http://www.w3.org/2002/07/owl#Thing,,immediate vomiting following intake of fluids when thirsty; water adversity,,,TM529623,,JSOM,,suigyaku,逆,
http://who.int/ictm/signsAndSymptoms#TM529627,sweating from the head / 頭汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"excessive sweating on the head, face or neck",,,TM529627,2.3.38,IST WPRO,頭汗,sweating from the head,,
http://who.int/ictm/signsAndSymptoms#TM529626,sweating from the hands and feet / 手足汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,,excessive local sweating from the hands and feet,,,TM529626,2.3.40,IST WPRO,手足汗,sweating from the hands and feet,,
http://who.int/ictm/signsAndSymptoms#TM529620,stuffiness and fullness / 痞滿,,,false,,,http://www.w3.org/2002/07/owl#Thing,,unwell feeling of stuffiness and fullness in the chest and upper abdomen,,,TM529620,2.3.153,IST WPRO,痞滿,stuffiness and fullness,,
http://who.int/ictm/signsAndSymptoms#TM529628,sweating from the heart region / 心汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,,excessive sweating in the precordial region,,,TM529628,2.3.41,IST WPRO,心汗,sweating from the heart region,,
http://who.int/ictm/signsAndSymptoms#TM529621,stuffiness and rigidity below the heart / 心下痞堅; 心下痞鞕,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a feeling of stuffiness associated with local rigidity in the epigastric region, the same as epigastric stuffiness and rigidity",,,TM529621,2.3.150,IST WPRO,心下痞堅; 心下痞鞕,stuffiness and rigidity below the heart,,
http://who.int/ictm/signsAndSymptoms#TM529580,reversal cold of the extremities / 手足厥冷; 厥冷; 厥逆,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"pronounced cold in the extremities up to the knees and elbows or beyond, also the same as cold extremities",,,TM529580,2.3.26,IST WPRO,手足厥冷; 厥冷; 厥逆,reversal cold of the extremities,,
http://who.int/ictm/signsAndSymptoms#TM529581,reversal of qi / 厥,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"reverse flow of qi characterized by (1) sudden loss of consciousness, usually of short duration or  (2) cold extremities up to the elbows and knees or beyond; also known as syncope or severe coldness",,,TM529581,2.3.27,IST WPRO,厥,reversal of qi,,
http://who.int/ictm/signsAndSymptoms#TM529582,rigidity below the heart / 心下堅; 心下鞕,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"abnormal stiffness in the epigastric region, the same as epigastric rigidity ",,,TM529582,2.3.148,IST WPRO,心下堅; 心下鞕,rigidity below the heart,,
http://who.int/ictm/signsAndSymptoms#TM529585,salty taste in the mouth / 口鹹,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a subjective salty sensation in the mouth,,,TM529585,2.3.125,IST WPRO,口鹹,salty taste in the mouth,,
http://who.int/ictm/signsAndSymptoms#TM529586,scorching pain / 灼痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"pain accompanied by a burning sensation, also called burning pain ",,,TM529586,2.3.76,IST WPRO,灼痛,scorching pain,,
http://who.int/ictm/signsAndSymptoms#TM529587,scurrying pain / 竄痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,pain that repeatedly changes location,,,TM529587,2.3.82,IST WPRO,竄痛,scurrying pain,,
http://who.int/ictm/signsAndSymptoms#TM529588,severe pain / 劇痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,intense intolerable pain,,,TM529588,2.3.88,IST WPRO,劇痛,severe pain,,
http://who.int/ictm/signsAndSymptoms#TM529583,rotten-curdy fur / 霉醬苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a reddish thick tongue coating with black and yellow tinge,,,TM529583,2.1.90,IST WPRO,霉醬苔,rotten-curdy fur,,
http://who.int/ictm/signsAndSymptoms#TM529589,shiver sweating / 戰汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,,sweating following shivering ,,,TM529589,2.3.37,IST WPRO,戰汗,shiver sweating,,
http://who.int/ictm/signsAndSymptoms#TM529584,sallow complexion / 面色萎黃,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"yellowish withered complexion, which usually occurs in cases of spleen qi deficiency ",,,TM529584,2.1.20,IST WPRO,面色萎黃,sallow complexion,,
http://who.int/ictm/signsAndSymptoms#TM529440,Epistaxis / 鼻衄,,,false,,,http://www.w3.org/2002/07/owl#Thing,鼻中出血的症状。因鼻部疾患或外伤，肺、胃、肝经火热上扰，脾虚不能统血等所致。其他疾病如麻疹、丹毒、烂喉丹痧、时行感冒、风眩、髓劳、血溢病、鼓胀、肾厥等，皆可导致鼻衄。,"It refers to hemorrhage from the nose. It is caused by nasal disease or traumatic injury, or upper attack of fire and heat in the lung, stomach and liver meridians, or failure of the spleen in controlling blood due to deficiency. In addition, other diseases may also cause nasal bleeding as well, such as measles, erysipelas, scarlet fever, influenza, wind dizziness, aplastic anemia, blood extravasation, tympanites and kidney syncope.",,,TM529440,22.14,GB97,鼻衄,Epistaxis,,
http://who.int/ictm/signsAndSymptoms#TM529448,fecal incontinence / 大便滑脫,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"inability to control defecation, with involuntary passage of feces",,,TM529448,2.3.190,IST WPRO,大便滑脫,fecal incontinence,,
http://who.int/ictm/signsAndSymptoms#TM529443,expiry sweating / 絶汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,,incessant profuse sweating of a patient in moribund state,,,TM529443,2.3.36,IST WPRO,絶汗,expiry sweating,,
http://who.int/ictm/signsAndSymptoms#TM529447,fear of cold / 畏寒,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"sensation of cold which can be relieved by warmth, the same as intolerance of cold",,,TM529447,2.3.5,IST WPRO,畏寒,fear of cold,,
http://who.int/ictm/signsAndSymptoms#TM529441,Eruption / 出疹,,,false,,,http://www.w3.org/2002/07/owl#Thing,皮肤出现高出肤面的红色或红白色疹点的症状。多因风热、风湿、疫毒等邪外侵，蕴郁肌肤所致。常见于风疹、麻疹、奶麻，皮肤疾病如湿疮、药毒、痱癗、疥疮、风土疮、血风疮、血疳疮、经前隐疹、妊娠风疹等，以及烂喉丹痧等多种外感温热病中。,"It refers to elevated red or red and white papula on the skin, usually caused by invasion of wind heat, wind dampness and pestilence that accumulate in the skin. It is commonly seen in diseases such as rebulla, measles, acute infantile rash, and skin diseases like damp sore, medicinal toxin, sudamen, scabies, premenstrual urticaria, rebulla during pregnancy, as well as various warm diseases like scarlet fever.",,,TM529441,22.48,GB97,出疹,Eruption,,
http://who.int/ictm/signsAndSymptoms#TM529442,exfoliated fur / 類剝苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,peeling of the tongue coating leaving an unsmooth tongue surface as if covered with regeneration of coating granules,,,TM529442,2.1.99,IST WPRO,類剝苔,exfoliated fur,,
http://who.int/ictm/signsAndSymptoms#TM529449,fecal qi / 矢氣,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"gas expelled from the anus, the same as flatus",,,TM529449,2.2.24,IST WPRO,矢氣,fecal qi,,
http://who.int/ictm/signsAndSymptoms#TM529444,eye pain / 目痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,pain of the eye,,,TM529444,2.3.107,IST WPRO,目痛,eye pain,,
http://who.int/ictm/signsAndSymptoms#TM529445,fainting / 昏厥,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"sudden loss of consciousness, usually of short duration, sometimes accompanied by cold limbs, also called syncope",,,TM529445,2.1.8,IST WPRO,昏厥,fainting,,
http://who.int/ictm/signsAndSymptoms#TM529446,false vitality / 假神,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"transient increase in spirit in a critical case, often indicating approaching death ",,,TM529446,2.1.6,IST WPRO,假神,false vitality,,
